City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
457,Miles City,US,46.4083,-105.8406,88.77,35,0,10.36,clear sky
458,Turek,PL,52.0155,18.5005,62.62,43,100,5.32,overcast clouds
459,Kaihua,CN,23.3687,104.28,66.49,98,77,5.37,broken clouds
460,Gondar,ET,12.6,37.4667,57.97,91,100,1.81,light rain
461,Krym,RU,47.3003,39.5164,79.45,29,0,2.57,clear sky
462,Wanning,CN,18.8003,110.3967,81.43,90,32,9.55,scattered clouds
463,Bardiyah,LY,31.7561,25.0865,77.58,73,0,20.04,clear sky
464,Lovozero,RU,68.005,35.0117,65.14,66,100,4.23,overcast clouds
465,Shingu,JP,33.7333,135.9833,73.15,96,100,5.14,overcast clouds
466,Atasu,KZ,48.6814,71.6433,77.32,33,2,9.35,clear sky
467,Yulara,AU,-25.2406,130.9889,46.13,27,0,4.14,clear sky
468,Synya,RU,65.3718,58.0387,70.21,69,20,4.52,few clouds
469,Luorong,CN,24.4058,109.6086,79.84,90,100,6.82,overcast clouds
470,Ambilobe,MG,-13.2,49.05,67.35,86,2,3.02,clear sky
471,Inuvik,CA,68.3499,-133.7218,54.36,58,40,10.36,scattered clouds
472,Abu Kamal,SY,34.4506,40.9171,94.91,21,0,10.38,clear sky
473,Bom Jardim,BR,-7.7958,-35.5872,75.6,76,16,11.61,few clouds
474,Batagay-Alyta,RU,67.8006,130.4114,53.44,81,100,6.89,overcast clouds
475,Samarai,PG,-10.6167,150.6667,76.51,72,95,15.28,overcast clouds
476,Kemise,ET,10.7167,39.8667,72.99,60,60,1.54,light rain
477,Toora-Khem,RU,52.4675,96.11,44.78,89,71,1.48,broken clouds
478,Obuasi,GH,6.206,-1.6619,71.2,98,93,2.64,moderate rain
479,Negotin,RS,44.2264,22.5308,82.54,29,67,2.01,broken clouds
480,Pachino,IT,36.7186,15.0907,78.04,69,0,10.09,clear sky
481,Pekan,MY,3.4836,103.3996,80.71,89,98,4.99,overcast clouds
482,Santa Fe,AR,-31.6333,-60.7,61.02,66,69,8.01,broken clouds
483,Pacific Grove,US,36.6177,-121.9166,75.22,86,75,11.5,broken clouds
484,Yazoo City,US,32.8551,-90.4056,89.71,42,43,2.73,scattered clouds
485,Kimbe,PG,-5.5502,150.1429,75.22,93,85,5.95,light rain
486,Pierre,US,44.3683,-100.351,92.05,52,40,6.91,scattered clouds
487,Lima,PE,-12.0432,-77.0282,59.25,77,100,11.5,overcast clouds
488,Celmira,PA,8.5433,-82.8028,81.91,60,100,3.36,overcast clouds
489,Balkhash,KZ,46.844,74.9804,75.81,38,1,7.65,clear sky
490,Severo-Yeniseyskiy,RU,60.3725,93.0408,41.5,96,19,2.77,few clouds
491,Santa Pola,ES,38.1917,-0.5658,90.32,55,0,4.61,clear sky
492,Beloha,MG,-25.1667,45.05,65.01,87,0,10.56,clear sky
493,Dondo,MZ,-19.6094,34.7431,71.11,79,0,5.48,clear sky
494,Bonanza,NI,14.0289,-84.591,88.93,47,100,5.84,overcast clouds
495,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.24,69,75,14.97,broken clouds
496,Phangnga,TH,8.4509,98.5298,77.04,96,70,2.66,broken clouds
497,Saint Marys,US,30.7305,-81.5465,90.12,71,0,9.22,haze
498,Asfi,MA,32.2994,-9.2372,72.21,79,0,15.55,clear sky
499,Grimshaw,CA,56.1834,-117.6027,65.82,59,75,14.97,broken clouds
500,Ituango,CO,7.1712,-75.764,77.38,58,25,4.52,scattered clouds
501,Jacareacanga,BR,-6.2222,-57.7528,97.54,30,97,5.08,overcast clouds
502,Ransang,PH,8.9603,117.5828,78.78,87,62,2.75,broken clouds
503,Izumo,JP,35.3667,132.7667,73.35,88,1,3.98,clear sky
504,Bajil,YE,15.0584,43.2851,91.81,47,94,8.1,overcast clouds
505,High Rock,BS,26.6208,-78.2833,84.22,75,100,5.99,overcast clouds
506,Arlit,NE,18.7369,7.3853,98.76,10,4,11.45,clear sky
507,Qasigiannguit,GL,68.8193,-51.1922,61.05,52,1,0.34,clear sky
508,Okha,RU,53.5739,142.9478,54.0,90,100,9.86,overcast clouds
509,Noyabrsk,RU,63.1994,75.4507,56.89,62,20,9.51,few clouds
510,Machali,CL,-34.1833,-70.6667,43.88,93,100,3.44,haze
511,Killarney,IE,52.05,-9.5167,64.58,78,100,4.38,overcast clouds
512,Northam,GB,51.0333,-4.2167,67.24,72,100,7.05,overcast clouds
513,Rio Branco,BR,-9.9747,-67.81,92.01,52,40,6.91,scattered clouds
514,Namatanai,PG,-3.6667,152.4333,77.83,82,100,6.26,overcast clouds
515,Paamiut,GL,61.994,-49.6678,40.05,86,100,6.2,overcast clouds
516,Lata,PT,40.1629,-8.3327,79.07,51,35,5.35,scattered clouds
517,Orange Cove,US,36.6244,-119.3137,101.62,28,0,0.0,clear sky
518,Galveston,US,29.3669,-94.9669,93.06,67,20,12.66,few clouds
519,Komsomolskiy,UZ,40.4272,71.7189,81.32,28,0,9.22,clear sky
520,Kilimatinde,TZ,-5.85,34.95,69.89,56,85,7.27,overcast clouds
521,Canals,ES,38.9625,-0.5844,89.2,41,0,1.01,clear sky
522,Krasnoselkup,RU,65.7,82.4667,57.43,57,100,8.32,overcast clouds
523,Aljezur,PT,37.3191,-8.8033,72.77,71,6,8.68,clear sky
524,Fez,MA,34.0372,-4.9998,102.45,22,20,10.36,few clouds
525,San Vicente,AR,-26.6167,-54.1333,71.92,55,100,8.16,overcast clouds
526,Boddam,GB,57.4667,-1.7833,61.43,75,52,12.39,broken clouds
527,Sivaki,RU,52.6333,126.75,63.84,87,27,3.76,scattered clouds
528,Cicuco,CO,9.2631,-74.6569,89.58,61,37,3.33,scattered clouds
529,Edd,ER,13.9297,41.6925,91.78,62,100,0.4,overcast clouds
530,Luan,CH,46.3592,6.9759,75.83,70,0,3.69,clear sky
531,Blitar,ID,-8.0983,112.1681,71.64,95,24,1.36,few clouds
532,La Mata,PA,8.0833,-80.8833,85.51,70,100,4.68,overcast clouds
533,Balakhninskiy,RU,58.0106,114.2769,62.46,100,100,3.8,moderate rain
534,Labuhan,ID,-6.8844,112.2051,77.4,86,60,7.16,broken clouds
535,Kamaishi,JP,39.2667,141.8833,70.48,99,100,11.34,heavy intensity rain
536,Touros,BR,-5.1989,-35.4608,78.19,83,18,15.46,few clouds
537,Fort William,GB,56.8165,-5.1121,60.31,69,100,3.94,overcast clouds
538,Hovd,MN,48.0056,91.6419,59.11,39,0,3.65,clear sky
539,Wolf Trap,US,38.9398,-77.2861,90.72,46,75,4.61,broken clouds
540,Doha,QA,25.2867,51.5333,95.31,68,15,8.05,few clouds
541,Khipro,PK,25.8285,69.3772,86.23,69,100,22.75,overcast clouds
542,Manyana,BW,-23.4,21.7167,57.88,26,0,7.63,clear sky
543,Concordia,AR,-31.393,-58.0209,59.07,94,100,14.0,overcast clouds
544,San Rafael,AR,-34.6177,-68.3301,42.57,56,100,8.86,overcast clouds
545,Kosa,RU,59.9445,54.9977,62.13,97,100,3.8,overcast clouds
546,Petropavlovka,RU,50.6114,105.3196,58.17,77,100,3.91,overcast clouds
547,Santa Isabel,BR,-23.3156,-46.2214,81.7,35,100,8.34,overcast clouds
548,Banda Aceh,ID,5.5577,95.3222,80.06,78,100,10.47,overcast clouds
549,Sorland,NO,67.667,12.6934,49.86,80,100,13.56,overcast clouds
550,Bandarbeyla,SO,9.4942,50.8122,79.0,78,100,29.91,overcast clouds
551,Sainte-Suzanne,RE,-20.9061,55.6089,69.48,79,100,13.8,light rain
552,Wau,SS,7.7029,27.9953,70.99,91,92,1.66,overcast clouds
553,Bunia,CD,1.5667,30.25,71.37,55,100,0.27,overcast clouds
554,Khorixas,NA,-20.3667,14.9667,66.04,23,0,9.35,clear sky
555,Gallup,US,35.5281,-108.7426,88.56,28,0,8.05,clear sky
556,Barbastro,ES,42.0356,0.1269,99.14,20,5,9.98,clear sky
557,Coihaique,CL,-45.5752,-72.0662,33.75,69,100,6.91,overcast clouds
558,Davila,PH,18.4726,120.5763,78.78,81,98,11.01,overcast clouds
559,Junin,AR,-34.5838,-60.9433,57.4,50,100,14.56,overcast clouds
560,Saint-Francois,FR,46.4154,3.9054,80.04,41,0,10.36,clear sky
561,Clinton,US,42.587,-82.9199,84.99,52,100,13.8,overcast clouds
562,Kapit,MY,2.0167,112.9333,73.44,99,100,0.98,overcast clouds
563,Patnanungan,PH,14.7833,122.1833,82.51,79,100,3.85,overcast clouds
564,Tommot,RU,58.9564,126.2925,64.47,93,20,2.24,few clouds
565,Mount Isa,AU,-20.7333,139.5,53.37,40,0,4.61,clear sky
566,Cravo Norte,CO,6.3017,-70.2041,89.24,50,55,7.27,broken clouds
567,Chengde,CN,40.9725,117.9361,69.62,70,64,2.75,broken clouds
568,Eureka,US,40.8021,-124.1637,70.2,73,2,7.0,clear sky
569,Suratgarh,IN,29.3167,73.9,88.3,62,86,9.98,overcast clouds
570,Candelaria,PH,13.9311,121.4233,80.38,92,90,2.24,overcast clouds
571,Bergen,NO,60.392,5.328,55.81,85,40,8.05,scattered clouds
572,Mabaruma,GY,8.2,-59.7833,78.8,94,75,0.0,broken clouds
573,Antofagasta,CL,-23.65,-70.4,61.88,65,0,8.81,clear sky
574,Alamosa,US,37.4695,-105.87,80.58,29,0,5.75,clear sky
575,Longkou,CN,37.6508,120.3286,75.74,66,59,0.11,broken clouds
576,Kavieng,PG,-2.5744,150.7967,81.1,77,100,9.98,overcast clouds
577,Indramayu,ID,-6.3264,108.32,78.98,84,100,7.45,overcast clouds
578,Tazovskiy,RU,67.4667,78.7,53.26,61,20,7.09,few clouds
579,Pauini,BR,-7.7136,-66.9764,85.17,63,100,1.25,overcast clouds
580,Ormara,PK,25.2088,64.6357,81.75,84,100,4.59,overcast clouds
581,Sulangan,PH,11.1373,123.7228,83.62,73,100,2.82,overcast clouds
582,Udachnyy,RU,66.4167,112.4,50.45,93,100,19.53,light rain
583,Port Augusta,AU,-32.5,137.7667,46.36,36,0,17.74,clear sky
584,Hearst,CA,49.6835,-83.6665,68.25,39,100,9.01,overcast clouds
585,Wonthaggi,AU,-38.6044,145.5913,49.82,73,100,17.45,overcast clouds
586,Kiunga,PG,-6.1219,141.2906,71.15,95,95,4.72,overcast clouds
587,Bambanglipuro,ID,-7.95,110.2833,74.57,91,10,4.47,clear sky
588,Arrecife,ES,28.963,-13.5477,76.98,65,20,19.57,few clouds
589,Gwadar,PK,25.1216,62.3254,83.23,87,100,4.7,overcast clouds
590,Yanam,IN,16.7333,82.2167,78.28,91,100,4.18,light rain
591,Cowra,AU,-33.8333,148.6833,37.04,82,100,2.71,overcast clouds
592,Kupang,ID,-10.1667,123.5833,72.32,76,100,10.76,overcast clouds
593,New Albany,US,38.2856,-85.8241,90.01,51,75,4.61,broken clouds
594,College,US,64.8569,-147.8028,65.07,50,75,8.05,broken clouds
595,Tateyama,JP,34.9833,139.8667,74.1,94,100,5.35,moderate rain
596,Corinto,GR,37.9407,22.9573,83.89,40,0,2.21,clear sky
597,Clyde River,CA,70.4692,-68.5914,61.03,33,20,18.41,few clouds
598,Shaowu,CN,27.3409,117.4831,78.89,79,100,1.88,overcast clouds
599,Greece,US,43.2098,-77.6931,85.87,47,40,8.05,scattered clouds
600,Turayf,SA,31.6725,38.6637,89.85,20,0,11.5,clear sky
601,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.55,69,92,2.06,overcast clouds
602,Acari,PE,-15.4311,-74.6158,69.12,58,63,9.15,broken clouds
603,Sitka,US,57.0531,-135.33,57.09,88,75,4.61,broken clouds
604,Barcelos,PT,41.5388,-8.6151,84.92,62,25,4.34,scattered clouds
605,Urengoy,RU,65.9667,78.3667,58.98,55,100,6.49,overcast clouds
606,Pemba,MZ,-12.974,40.5178,75.9,78,20,16.11,few clouds
607,Buraydah,SA,26.326,43.975,99.05,11,91,11.65,overcast clouds
608,Merauke,ID,-8.4667,140.3333,74.17,78,100,15.14,overcast clouds
609,Matagami,CA,49.7502,-77.6328,77.11,33,0,12.66,clear sky
610,Nelson Bay,AU,-32.7167,152.15,46.0,97,65,5.99,broken clouds
611,Hutchinson,US,38.0608,-97.9298,102.52,33,0,16.11,clear sky
612,Souillac,MU,-20.5167,57.5167,70.18,88,75,12.66,light rain
613,Balagansk,RU,54.0103,103.0544,53.06,94,100,3.13,overcast clouds
614,Itoman,JP,26.1247,127.6694,83.17,96,40,11.5,mist
615,Tromso,NO,69.6496,18.957,51.82,82,75,16.11,broken clouds
616,Paracuru,BR,-3.41,-39.0306,81.1,62,96,12.91,overcast clouds
617,Vila,PT,42.0304,-8.1588,79.7,44,41,4.34,scattered clouds
618,Anchorage,US,61.2181,-149.9003,62.98,77,0,8.05,clear sky
619,Camabatela,AO,-8.1881,15.375,66.65,34,0,4.79,clear sky
620,Nabire,ID,-3.3667,135.4833,75.51,95,100,2.28,moderate rain
621,Teya,RU,60.3778,92.6267,44.37,95,20,2.24,few clouds
622,Mogadishu,SO,2.0371,45.3438,76.69,83,100,19.71,overcast clouds
623,Sayat,TM,38.7839,63.8803,85.87,10,0,12.88,clear sky
624,Taltal,CL,-25.4,-70.4833,57.38,68,14,5.7,few clouds
625,Hit,IQ,33.6416,42.8251,95.52,17,0,10.92,clear sky
626,Aktau,KZ,43.65,51.2,82.98,35,0,17.83,clear sky
627,Manta,EC,-0.95,-80.7333,78.58,69,75,9.22,broken clouds
628,Carcavelos,PT,38.6911,-9.3222,83.44,50,0,12.66,clear sky
629,Rantepao,ID,-2.9701,119.8978,66.24,96,100,1.36,overcast clouds
630,Sinnamary,GF,5.3833,-52.95,80.13,81,95,6.24,overcast clouds
631,Tarsus,TR,36.9188,34.8784,82.78,77,0,3.78,clear sky
632,Svetlaya,RU,46.5389,138.3297,58.35,96,100,10.87,overcast clouds
633,Kholmogory,RU,64.2229,41.656,60.24,99,100,3.89,moderate rain
634,Nanortalik,GL,60.1432,-45.2371,43.47,87,32,9.26,scattered clouds
635,Nioro,GM,13.35,-15.75,88.7,58,100,11.77,light rain
636,Gari,RU,59.4307,62.3497,63.3,96,100,4.32,overcast clouds
637,Sakaiminato,JP,35.55,133.2333,73.38,94,20,2.3,few clouds
638,Malmesbury,ZA,-33.4608,18.7271,53.78,84,94,4.23,overcast clouds
639,Abnub,EG,27.2696,31.1511,89.82,23,0,11.74,clear sky
640,Waipawa,NZ,-41.4122,175.5153,42.94,80,100,5.32,overcast clouds
641,Gravdal,NO,68.1214,13.5031,48.09,100,100,5.75,light intensity drizzle
642,Lao Cai,VN,22.4833,103.95,78.94,91,47,0.89,scattered clouds
643,El Higo,MX,21.7667,-98.4667,88.56,55,79,6.35,broken clouds
644,Hanumangarh,IN,29.5833,74.3167,87.75,60,57,7.81,broken clouds
645,Tomatlan,MX,19.9333,-105.25,87.19,64,100,4.52,overcast clouds
646,Nouadhibou,MR,20.931,-17.0347,71.58,83,59,21.85,broken clouds
647,Henties Bay,NA,-22.116,14.2845,68.34,43,0,8.14,clear sky
648,Kikwit,CD,-5.041,18.8162,81.81,30,30,0.34,scattered clouds
649,Baykit,RU,61.67,96.37,48.13,94,74,2.06,broken clouds
650,Biryusinsk,RU,55.9634,97.8235,56.59,64,100,2.62,overcast clouds
651,Villefranche-Sur-Saone,FR,45.9833,4.7167,84.22,42,26,5.66,scattered clouds
652,Chapleau,CA,47.8405,-83.4034,69.89,43,100,8.05,overcast clouds
653,La Rioja,ES,42.25,-2.5,89.38,24,0,5.64,clear sky
654,Miraflores,MX,19.2167,-98.8083,69.03,78,100,2.51,overcast clouds
655,Carutapera,BR,-1.195,-46.02,82.29,74,93,8.79,overcast clouds
656,Pamanukan,ID,-6.2842,107.8106,75.79,92,99,4.59,overcast clouds
657,Narsaq,GL,60.9167,-46.05,61.02,56,50,7.45,scattered clouds
658,Ostrovnoy,RU,68.0531,39.5131,61.05,75,100,8.14,overcast clouds
659,Bonthe,SL,7.5264,-12.505,77.43,80,99,10.47,overcast clouds
660,Tiarei,PF,-17.5333,-149.3333,77.02,68,32,20.29,light rain
661,Aksu,CN,41.1231,80.2644,72.46,48,72,4.99,broken clouds
662,Gumdag,TM,39.2061,54.5906,83.68,60,0,10.85,clear sky
663,Wenling,CN,28.3669,121.36,80.71,84,100,4.23,overcast clouds
664,Yarada,IN,17.65,83.2667,80.92,94,75,2.3,light rain
665,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,81,40,8.05,scattered clouds
666,Lasa,IT,46.6166,10.7002,77.88,80,15,3.22,few clouds
667,Talas,TR,38.6908,35.5538,68.67,60,0,2.3,clear sky
668,Grand Gaube,MU,-20.0064,57.6608,70.2,89,87,11.99,moderate rain
669,Yeniseysk,RU,58.4497,92.1703,49.82,92,98,0.72,overcast clouds
670,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,87.46,22,16,6.2,few clouds
671,Eirunepe,BR,-6.6603,-69.8736,84.65,66,100,3.74,overcast clouds
672,Port Hawkesbury,CA,45.6169,-61.3485,72.91,78,40,13.0,scattered clouds
673,Ternate,ID,0.8,127.4,76.39,90,100,6.96,overcast clouds
674,Port-Gentil,GA,-0.7193,8.7815,75.16,83,75,10.36,broken clouds
675,Vao,NC,-22.6667,167.4833,69.22,53,5,18.37,clear sky
676,Shelburne,CA,44.0787,-80.2041,77.9,38,100,5.79,overcast clouds
677,Merrill,US,45.1805,-89.6835,69.57,86,100,3.44,overcast clouds
678,Tual,ID,-5.6667,132.75,79.2,80,73,22.59,broken clouds
679,Abramovka,RU,51.1886,41.0202,65.91,66,3,8.08,clear sky
680,Taoudenni,ML,22.6783,-3.9836,107.82,7,0,20.2,clear sky
681,Benghazi,LY,32.1167,20.0667,78.15,66,0,12.35,clear sky
682,Kijang,KR,35.2442,129.2139,76.73,74,0,3.98,clear sky
683,Choya,RU,52.0108,86.5467,56.37,73,100,3.06,overcast clouds
684,Muzhi,RU,65.3667,64.6667,62.62,73,18,7.02,few clouds
685,Puerto Narino,CO,-3.7703,-70.3831,90.52,47,80,4.05,broken clouds
686,Callaway,US,30.153,-85.5699,84.94,70,75,9.22,broken clouds
687,Santa Maria,BR,-29.6842,-53.8069,65.5,94,75,8.05,broken clouds
